report_date,net
2025-08-12,-93936.0
2025-08-19,-97751.0
2025-08-26,-79908.0
2025-09-02,-73788.0
2025-09-09,-84844.0
2025-09-16,-75532.0
2025-09-23,-85437.0
2025-09-30,-81507.0
2025-10-07,-77541.0
2025-10-14,-91806.0
2025-10-21,-87130.0
2025-10-28,-54247.0
2025-11-04,-52537.0
2025-11-10,-38688.0
2025-11-18,-32640.0
2025-11-25,-36147.0
2025-12-02,-27427.0
2025-12-09,-29852.0
2025-12-16,-49516.0
2025-12-23,-73311.0
2025-12-30,-73718.0
2026-01-06,-91564.0
2026-01-13,-88837.0
2026-01-20,-96554.0
2026-01-27,-83127.0
2026-02-03,-70274.0
2026-02-10,-74630.0
2026-02-17,-57572.0
2026-02-24,-16191.0
2026-03-03,-24838.0
2026-03-10,-26995.0
2026-03-17,-25780.0
2026-03-24,-20106.0
2026-03-31,-10493.0
2026-04-07,-21105.0
2026-04-14,-18720.0
2026-04-21,-24727.0
2026-04-28,-1546.0
2026-05-05,-19563.0
2026-05-12,-19963.0
2026-05-19,-5160.0
2026-05-26,-11805.0
